Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,regulation of cell migration (GO:0030334),51/408,1.0022164487892035e-06,0.00024046930918135951,0,0,2.241177902165977,30.958055010537656,CLIC4;MCTP1;SERPINE2;SERPINE1;LAMC2;PLAU;PDGFRB;ANXA1;MYOC;WNT5B;DDX58;F2R;F3;RHOD;MMP9;CLDN4;CEACAM1;NAV3;CEACAM6;PECAM1;ITGA6;ENG;BEX4;LRRC15;MACF1;SEMA3C;TWIST2;THY1;THBS1;FUT3;PARD6B;GPNMB;CLEC7A;PDPN;GCNT2;SASH1;TGFB1;NTRK3;CAV1;LAMB1;SULF1;SMAD7;COL1A1;BST2;TJP1;AFDN;BMP2;KRT16;SNAI2;F2RL1;EPPK1
GO_Biological_Process_2021,positive regulation of blood coagulation (GO:0030194),8/17,2.860464773047794e-06,0.0006126520819271321,0,0,13.706564411576736,174.9578038095158,THBD;F2R;SERPINE1;ST3GAL4;ENPP4;HPSE;F3;THBS1
GO_Biological_Process_2021,O-glycan processing (GO:0016266),15/61,2.872554695151961e-06,0.0006126520819271321,0,0,5.047340998922027,64.4056296967376,GALNT12;GALNT7;GALNT5;C1GALT1;MUC5B;GALNT10;MUC1;B3GNT3;MUC7;ST3GAL4;GCNT3;MUC4;ST3GAL1;MUC20;B4GALT5
GO_Biological_Process_2021,positive regulation of cell population proliferation (GO:0008284),55/474,3.893468090810022e-06,0.000786685473716825,0,0,2.0594006894722887,25.65232799243668,CDKN1A;IRS1;BNC1;LAMC2;GJA1;TCL1A;CCND2;CAPNS1;HYAL1;SOX9;CAPN1;SOX4;NKX3-1;KRT6A;PDGFRB;OSR2;F2R;IL18;NRG1;LIFR;AVPR1A;OSMR;PGF;CDC25B;BTC;GREM1;AR;CEACAM6;LTF;PTGFR;TNFRSF11A;PTN;THBS1;PTHLH;CLEC7A;GCNT2;HES1;IL12RB2;NTRK2;TGFB1;STAT1;TGFB3;NTRK3;FN1;AKR1C3;HMGA2;LAMB1;MEIS2;BST2;TJP1;BMP2;MEIS1;ID2;HPSE;CRLF1
GO_Biological_Process_2021,neutrophil degranulation (GO:0043312),55/481,6.03235476299055e-06,0.001157910496756,0,0,2.0247883311263597,24.334661643376897,PIGR;ATP8A1;CALML5;TNFAIP6;CRISP3;ABCA13;LGALS3;GM2A;PLAU;ANPEP;TIMP2;SIRPA;ENPP4;CD36;CAPN1;CTSC;CD177;SERPINB1;ANXA3;ARG1;KRT1;PLAUR;AMPD3;RHOF;MMP9;FLG2;CEACAM1;RAB31;CRISPLD2;CEACAM6;PECAM1;PKP1;DSG1;DSC1;SLC27A2;CD44;S100A7;LTF;CSTB;SERPINB12;PLAC8;CRACR2A;S100A12;GGH;LYZ;SVIP;CPPED1;BST2;LRG1;VNN1;FABP5;LCN2;DEGS1;S100P;HPSE
GO_Biological_Process_2021,sequestering of extracellular ligand from receptor (GO:0035581),7/14,7.450207582725581e-06,0.0013061440436067,0,0,15.408866995073891,181.93663239568804,FBN2;GREM1;GREM2;BMP2;CD46;FSTL1;LTBP1
GO_Biological_Process_2021,neutrophil activation involved in immune response (GO:0002283),55/485,7.701627390408786e-06,0.0013061440436067,0,0,2.0055158020274297,23.613101292343018,PIGR;ATP8A1;CALML5;TNFAIP6;CRISP3;ABCA13;LGALS3;GM2A;PLAU;ANPEP;TIMP2;SIRPA;ENPP4;CD36;CAPN1;CTSC;CD177;SERPINB1;ANXA3;ARG1;KRT1;PLAUR;AMPD3;RHOF;MMP9;FLG2;CEACAM1;RAB31;CRISPLD2;CEACAM6;PECAM1;PKP1;DSG1;DSC1;SLC27A2;CD44;S100A7;LTF;CSTB;SERPINB12;PLAC8;CRACR2A;S100A12;GGH;LYZ;SVIP;CPPED1;BST2;LRG1;VNN1;FABP5;LCN2;DEGS1;S100P;HPSE
GO_Biological_Process_2021,cellular component disassembly (GO:0022411),15/66,8.186877045908198e-06,0.0013061440436067,0,0,4.551288283908605,53.30913974995395,MMP1;MMP2;HTRA1;KLK5;MMP9;KLK7;MMP12;BMP1;CAPNS1;CTSK;SH3PXD2B;TIMP2;CAPN1;TPSAB1;CD44
GO_Biological_Process_2021,extracellular matrix disassembly (GO:0022617),15/66,8.186877045908198e-06,0.0013061440436067,0,0,4.551288283908605,53.30913974995395,MMP1;MMP2;HTRA1;KLK5;MMP9;KLK7;MMP12;BMP1;CAPNS1;CTSK;SH3PXD2B;TIMP2;CAPN1;TPSAB1;CD44
GO_Biological_Process_2021,positive regulation of coagulation (GO:0050820),6/10,8.845987271106038e-06,0.0013061440436067,0,0,23.0980311730927,268.75821848612554,F2R;SERPINE1;ST3GAL4;ENPP4;HPSE;THBS1
GO_Biological_Process_2021,positive regulation of hemostasis (GO:1900048),6/10,8.845987271106038e-06,0.0013061440436067,0,0,23.0980311730927,268.75821848612554,F2R;SERPINE1;ST3GAL4;ENPP4;HPSE;THBS1
GO_Biological_Process_2021,neutrophil mediated immunity (GO:0002446),55/488,9.224799976322797e-06,0.0013116298929297,0,0,1.9912950790548944,23.08630859962496,PIGR;ATP8A1;CALML5;TNFAIP6;CRISP3;ABCA13;LGALS3;GM2A;PLAU;ANPEP;TIMP2;SIRPA;ENPP4;CD36;CAPN1;CTSC;CD177;SERPINB1;ANXA3;ARG1;KRT1;PLAUR;AMPD3;RHOF;MMP9;FLG2;CEACAM1;RAB31;CRISPLD2;CEACAM6;PECAM1;PKP1;DSG1;DSC1;SLC27A2;CD44;S100A7;LTF;CSTB;SERPINB12;PLAC8;CRACR2A;S100A12;GGH;LYZ;SVIP;CPPED1;BST2;LRG1;VNN1;FABP5;LCN2;DEGS1;S100P;HPSE
GO_Biological_Process_2021,skeletal system development (GO:0001501),25/158,1.148813673176822e-05,0.0015751056040449,0,0,2.920112781954887,33.213934083304615,COL13A1;DLX5;PAPSS2;PTHLH;COMP;GJA1;HYAL1;SH3PXD2B;ITGB8;SOX9;PITX1;SOX4;TEAD4;GDF10;MYOC;EN1;SULF1;PAX1;COL1A1;BMP2;VCAN;BMP1;COL1A2;CDH11;CD44
GO_Biological_Process_2021,positive regulation of cell motility (GO:2000147),31/221,1.370763034274527e-05,0.0018146066512344,0,0,2.5396059243586357,28.437384434139624,LRRC15;SEMA3C;TWIST2;LAMC2;NTN1;THBS1;GPNMB;PLAU;CLEC7A;PDPN;GCNT2;PDGFRB;TGFB1;MYOC;WNT5B;CAV1;NTRK3;F2R;LAMB1;F3;RHOD;MMP9;COL1A1;TJP1;CLDN4;BMP2;CEACAM6;PECAM1;SNAI2;F2RL1;ITGA6
GO_Biological_Process_2021,intermediate filament bundle assembly (GO:0045110),5/7,1.6184508339430275e-05,0.0020042686295184,0,0,38.46926229508197,424.3719762299816,KRT14;PKP2;NEFL;PKP1;EPPK1
GO_Biological_Process_2021,skin morphogenesis (GO:0043589),5/7,1.6184508339430275e-05,0.0020042686295184,0,0,38.46926229508197,424.3719762299816,COL1A1;CDSN;COL1A2;ITGA6;ABCA12
GO_Biological_Process_2021,regulation of wound healing (GO:0061041),12/47,1.863019235449394e-05,0.0022350408890281,0,0,5.296902602755859,57.687120448668,CLDN4;OCLN;ANXA1;CLEC7A;PLAU;CAV1;CD109;SERPINE1;F2R;CASK;F2RL1;EPPK1
GO_Biological_Process_2021,negative regulation of peptidase activity (GO:0010466),14/63,2.1412152846358343e-05,0.0024909471144596,0,0,4.418072431284653,47.50113507432084,SERPINB4;CSTB;ECM1;SERPINB1;SERPINB12;SERPINB2;SERPINE2;SPINK6;SERPINE1;SERPINB7;SERPINB8;TIMP2;SERPINH1;FETUB
GO_Biological_Process_2021,defense response to bacterium (GO:0042742),26/176,2.6812245484481586e-05,0.0030274179533801,0,0,2.692521545732555,28.34323692062415,WFDC12;PGLYRP4;CEBPB;SERPINE1;LPO;WFDC5;WFDC2;BPIFA1;DMBT1;PRB3;S100A12;PI3;S100A14;KRT6A;GBP6;ANXA3;ISG15;LYZ;TF;IL23A;OAS2;OAS3;LCN2;TLR3;S100A7;LTF
GO_Biological_Process_2021,cellular response to type I interferon (GO:0071357),14/65,3.114222769667784e-05,0.0033209725590985,0,0,4.244361328346368,44.04350769759005,STAT1;MX1;IFI6;ISG15;IFIT1;IFIT3;OASL;BST2;IFI27;OAS2;OAS3;IRF7;XAF1;IRF9
GO_Biological_Process_2021,type I interferon signaling pathway (GO:0060337),14/65,3.114222769667784e-05,0.0033209725590985,0,0,4.244361328346368,44.04350769759005,STAT1;MX1;IFI6;ISG15;IFIT1;IFIT3;OASL;BST2;IFI27;OAS2;OAS3;IRF7;XAF1;IRF9
GO_Biological_Process_2021,cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742),25/170,4.104616184321786e-05,0.0042434307056003,0,0,2.6767241379310347,27.03709057474957,TENM2;ATP2C1;ALCAM;CDH3;FLRT3;CLDN23;HMCN1;CDH26;CD177;PCDHB14;SELE;PTPRD;CLDN11;CLDN10;CLDN4;CEACAM1;CEACAM6;CLDN8;CEACAM5;CLDN7;CDH11;PCDHB16;PECAM1;DSG1;NECTIN2
GO_Biological_Process_2021,positive regulation of bone mineralization (GO:0030501),10/36,4.200322136306657e-05,0.0042434307056003,0,0,5.935106046217157,59.81259949395683,FBN2;P2RX7;OSR2;BMP2;ADGRV1;TGFB1;TGFB3;ISG15;PTN;LTF
GO_Biological_Process_2021,protein O-linked glycosylation (GO:0006493),18/102,4.33653671596196e-05,0.0042687088339943,0,0,3.318321694875133,33.335360097516386,GALNT12;GALNT7;GALNT5;GALNT18;SLC35C1;C1GALT1;PLOD3;MUC5B;GALNT10;MUC1;ST3GAL4;B3GNT3;MUC7;GCNT3;ST3GAL1;MUC20;MUC4;B4GALT5
GO_Biological_Process_2021,epithelium development (GO:0060429),20/122,5.0114725064471816e-05,0.0048097607380626,0,0,3.038483443169799,30.084619140033887,EHF;NDRG4;DLX3;TGFB1;KRT4;STAT1;AKR1C1;PPP2R3A;RCN3;LGALS3;BMP2;UPK1B;DMBT1;DHRS9;KRT16;GSTA1;SNAI2;SOX9;RHCG;KRT6A
GO_Biological_Process_2021,positive regulation of glial cell differentiation (GO:0045687),7/18,5.558499918641642e-05,0.0050807336161107,0,0,9.803552769070013,96.0512610810352,BMP2;TGFB1;SERPINE2;PTPRZ1;ID2;HES1;PTN
GO_Biological_Process_2021,prostanoid metabolic process (GO:0006692),7/18,5.558499918641642e-05,0.0050807336161107,0,0,9.803552769070013,96.0512610810352,HPGD;ACOX1;AKR1C1;GSTA1;AKR1C3;CES2;PTGS1
GO_Biological_Process_2021,defense response to virus (GO:0051607),21/133,5.80018998679044e-05,0.0051262200561453,0,0,2.90640573089701,28.35208902343837,RTP4;DDX58;STAT1;BNIP3;MX1;IFI6;NLRC5;ISG15;IFIT1;IFI44L;IFIT3;OASL;BST2;CXCL10;BPIFA1;IFI27;OAS2;OAS3;IRF7;F2RL1;TLR3
GO_Biological_Process_2021,transport across blood-brain barrier (GO:0150104),16/86,5.875323846584968e-05,0.0051262200561453,0,0,3.536334633108827,34.45155295765868,ABCC1;SLC15A2;SLC16A1;ATP8A1;SLC44A1;KCNJ8;SLC1A1;ATP2A3;SLC2A1;AVPR1A;SLC6A1;SLC4A4;SLC7A8;FABP5;CD36;SLC38A5
GO_Biological_Process_2021,defense response to symbiont (GO:0140546),20/124,6.35029665812131e-05,0.005417508637895,0,0,2.9797318863708906,28.79739216354607,RTP4;DDX58;STAT1;BNIP3;MX1;IFI6;NLRC5;ISG15;IFIT1;IFI44L;IFIT3;OASL;BST2;BPIFA1;IFI27;OAS2;OAS3;IRF7;F2RL1;TLR3
GO_Biological_Process_2021,peptide cross-linking (GO:0018149),9/31,6.94769132924817e-05,0.0057983015245616,0,0,6.308948863636363,60.40513211200564,COL3A1;ANXA1;KRT2;KRT1;FN1;PI3;KRT10;EVPL;THBS1
GO_Biological_Process_2021,glycosaminoglycan biosynthetic process (GO:0006024),17/97,7.666861375557051e-05,0.006262357621439,0,0,3.288648592715232,31.163293724666808,CHST9;GALNT5;SDC4;LUM;BGN;HS6ST2;HS3ST1;VCAN;HYAL1;DSEL;ST3GAL4;B3GNT3;GCNT2;HAS3;ST3GAL1;CHST2;B4GALT5
GO_Biological_Process_2021,regulation of epithelial cell differentiation (GO:0030856),7/19,8.336460765545407e-05,0.0066674318497768,0,0,8.98611111111111,84.4001319392912,KLF7;CEBPB;CEACAM1;CAV1;SOX9;CD24;FOXN1
GO_Biological_Process_2021,odontogenesis (GO:0042476),10/39,8.879444207519765e-05,0.006956772716871,0,0,5.320278132538669,49.63386692589959,OSR2;FOXC1;BMP2;COL1A2;ODAM;TGFB3;LAMB1;AQP5;MSX1;INHBA
